time,RCC_HMI,systemd,dbus-daemon,procbase_out.ou,mmcqd/1,systemd-udevd,dbus-monitor,systemctl,fc_bluetooth_ou,ccamediaplayer_,proctuner_out.o,procaudio_out.o,sshd,systemd-cgroups,systemd-readahe,fc_phone_out.ou,fc_phonebook_ou,fc_messaging_ou,spi0,fc_vehiclefuncm,EngMode,TactileTest,acl_tuner_out.o,dlt-daemon,udevadm,procdiagnosis_o,AudioManager,vd_early_out.ou,cat,ksoftirqd/0,mount,fc_engineeringm,acl_settings_ou,irq/66-2014000.,mkadc_testlink.,spi1,SSI32,mkadc_symlink.s,vd_devicemanage,LayerManagerSer,kworker/0:1H,procdimming_out,systemd-journal,kmodule_loader,fc_dataservices,modprobe,playerengine_ou,acl_phone_out.o,bluetoothservic,app_fcswupdate_,procinput_out.o,rcu_preempt,mediaengine_out,audio_master_ou,acl_media_out.o,procmw_out.out,climate_out.out,chown,acl_connectivit,vd_ipodauth_out,procdiaglog_out,acl_climate_out,kthreadd,automounter,fc_connect_out.,fc_alert_out.ou,chmod,trace_dlt_be,fc_cdplayer_out,fc_servicemanag,irq/63-2008000.,sh,fc_obc_out.out,csm_proc_out.ou,acl_obc_out.out,fc_hybrid_out.o,app_screentest_,network.sh,appcontrol_out.,connmand,fc_vpas_out.out,acl_parkingaid_,grep,displaymanager_,acl_audio_out.o,acl_drive_out.o,acl_update_out.,acl_hybrid_out.,modify_gpio_adc,fc_usb_out.out,fc_atb_out.out,rm,screencalibrati,acl_alert_out.o,fc_exportservic,usermanagement_,ecnr_out.out,fc_clock_out.ou,acl_speedcontro,swu_common_lcm_,Misc
21,0.34062864,0,0.01299108,0,0.02032212,0,0.0070278,0,0,0,0.18064894,0.35804694,0.004515,0,0,0,0,0,0.00755232,0,0,0,0,0.0182325,0,0,0.00083064,0.00564768,0,0.00205368,0,0,0,0,0,0.0040335,0.00480714,0,0,0.0092193,0.0003738,0,0,0,0,0,0,0,0,0,0,0.00243168,0,0.00066648,0,0,0,0,0,0,0,0,0.00080976,0,0,0,0,0.00299172,0,0,0.00233556,0,0,0.00215364,0,0.00035214,0,0,0.0073344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399354
21.25,0.18012156,0,0.00407772,0.08665572,0.02610984,0,0.00349812,0,0,0,0.09015686,0.24268836,0.00685536,0,0,0,0,0,0.03931602,0,0,0,0,0.01842582,0,0.01099794,0.18319466,0.00595818,0,0.00776472,0,0,0,0,0,0,0.01578024,0,0,0.00496044,0.00276066,0.00039288,0,0,0,0,0,0,0,0,0,0.00276036,0,0,0,0,0,0,0,0,0.0070992,0,0.00245592,0,0,0,0,0.04116702,0,0,0.0130989,0,0,0.00042798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327552
21.5,0.13666626,0,0.11856714,0.00067764,0.02468406,0,0.1542978,0,0,0,0.06822336,0.07909188,0.02320644,0,0,0,0,0,0.0507906,0.00085662,0,0,0.00116058,0.00448974,0,0.0036066,0.1337917,0.00486516,0,0.00523626,0,0,0,0,0,0.00156936,0.0171186,0,0,0,0.00104016,0.00157914,0,0,0,0,0,0,0,0,0,0.00296856,0,0.12597204,0,0,0,0,0,0,0,0,0.00085938,0,0,0,0,0.01199016,0,0,0.01840398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208524,0,0,0,0,0,0,0,0,0,0,0.00119928,0,0,0,0,0.00500226
21.75,0.12350988,0.0021135,0.10134408,0.00924594,0.01494774,0.03887736,0.19943524,0,0,0,0.05946342,0.08613996,0.01008612,0,0,0,0,0,0.04660812,0.01509984,0,0,0,0.00152694,0,0.01020726,0.05029062,0.00590772,0,0.00907014,0,0,0,0,0,0.00736692,0.02020374,0,0,0,0.0010551,0,0,0,0,0,0,0,0,0,0,0.00302178,0,0.08907744,0,0,0,0,0,0,0.01118892,0,0.00289158,0,0,0,0,0.0022362,0,0,0.01649442,0,0,0,0,0,0,0,0,0,0.00067482,0,0,0,0.05911818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279702
22,0.25000434,0,0.07687074,0.02914668,0.01812966,0,0.0793907,0,0,0,0.1204334,0.08124552,0.01067118,0,0,0,0,0,0.03146256,0.02999676,0,0,0.01188894,0,0,0.04040802,0.0277638,0.00553026,0,0.00635592,0,0,0,0,0,0.0017487,0.0128397,0,0,0,0.00135222,0,0,0,0,0,0,0,0,0,0,0.00361032,0,0.07287714,0,0,0,0,0,0,0.02145036,0,0.00039768,0,0,0,0,0,0,0,0.0115209,0,0,0,0,0.00071106,0,0,0.00034806,0,0,0,0,0,0.05187504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197034
22.25,0.40893336,0,0,0.04984428,0.04005714,0,0,0,0,0,0.20367316,0.0642606,0.01918218,0,0,0,0,0,0.0567714,0,0,0,0.03505992,0.000432,0,0.03030828,0,0.0054144,0,0.01090362,0,0,0,0,0,0.0107298,0.02754954,0,0,0,0.00105498,0.00061794,0,0,0,0,0,0,0,0,0,0.00236634,0,0,0,0,0,0,0,0,0.00442176,0,0.00326376,0,0,0,0,0.00094338,0,0,0.01950636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047058
22.5,0.43552434,0,0.01460638,0.01963032,0.0473874,0,0.01583184,0,0,0,0.21281628,0.02285682,0.01927746,0,0,0,0,0,0.06885924,0.00033444,0,0,0.051693,0.00042924,0,0.00190476,0.00611598,0.00539232,0,0.00990732,0,0,0,0,0,0.00152358,0.02608512,0,0,0,0.00543798,0,0,0,0,0,0,0,0,0,0,0.00148134,0,0.00361812,0,0,0,0,0,0,0.00255036,0,0,0,0,0,0,0.00118014,0,0,0.02337678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032334,0,0,0,0,0.0018561
22.75,0.70968134,0.00198564,0.00279422,0.03040878,0.03086694,0,0.04030176,0,0,0,0.0560916,0.01924116,0.00726702,0,0,0,0,0,0.0105285,0,0,0,0.01244898,0.00048306,0,0,0.00354786,0.00624672,0,0.00119274,0,0,0,0,0,0.00531042,0.00628308,0,0,0,0.00210534,0,0,0,0,0,0,0,0,0,0,0.00188658,0,0.00767262,0,0,0,0,0,0,0.00083784,0,0.00134946,0,0,0,0,0,0,0,0.00351576,0,0,0,0,0,0,0,0,0,0.00037752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025056
23,0.76031218,0,0.02163852,0,0.02715456,0,0.01892052,0,0,0,0.02546886,0.02339436,0.0039993,0,0,0,0,0,0.01114518,0,0,0,0.01737912,0,0,0.00227394,0.01387596,0.00712752,0,0.00475284,0,0,0,0,0,0.00663156,0.0068877,0,0,0,0.00063054,0,0,0,0,0,0,0,0,0,0,0.00093714,0,0.01176036,0,0,0,0,0,0,0,0,0.00088338,0,0,0,0,0,0,0,0.00427722,0,0,0,0,0.0003534,0,0,0.00102468,0,0,0,0,0,0.00429426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260694
23.25,0.78624142,0,0,0.00049434,0.04264764,0,0,0,0,0,0.01636938,0.01245168,0.01038012,0,0,0,0,0,0.0023859,0,0,0,0,0,0,0.00070656,0,0.00527454,0,0.00424728,0,0,0,0,0,0.00771828,0.00407226,0,0,0,0.0038355,0.00124122,0,0,0,0,0,0,0,0,0,0.0020976,0,0,0,0,0,0,0,0,0.00844386,0,0.00278472,0,0,0,0,0,0,0,0.00072576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385848
23.5,0.25177376,0.15446004,0,0.07666566,0.00945258,0,0,0.27057506,0,0,0.00623472,0.00549876,0.0023826,0,0,0,0,0,0,0.00081192,0,0,0.00071454,0,0,0,0,0.00557004,0,0.00610644,0,0,0,0,0,0.00152748,0.00043644,0,0.1785117,0,0.00015258,0,0,0,0,0,0,0,0,0,0,0.00337584,0,0,0,0,0,0,0,0,0,0,0.00027552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071022,0,0,0,0,0.00161988
23.75,0.09790764,0.1981137,0.00151536,0.03292872,0.01385568,0,0.0017856,0.22237258,0,0,0.0102867,0.00250272,0.00308556,0.02924214,0,0,0,0,0,0,0,0,0,0.00048648,0,0,0,0.00756372,0,0.0079218,0,0,0,0,0,0.00299796,0.00097194,0,0.23127216,0,0.00071982,0,0,0,0,0,0,0,0,0,0,0.0042537,0,0,0,0,0,0,0,0.01056882,0.00356538,0,0.0031242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11215182
24,0.10764234,0.2479107,0.00261192,0.04964082,0.02089854,0,0.00329088,0.13307706,0,0.06475308,0.0116376,0.00377292,0.00342624,0.05600082,0,0,0,0,0,0,0,0,0,0.000957,0,0,0,0.00692652,0,0.01048944,0,0,0,0,0,0.00386952,0.00140808,0,0.08185072,0,0.00047238,0,0,0,0,0,0,0,0,0,0,0.00450348,0,0.00078102,0,0,0,0,0,0.08685504,0,0,0.00185076,0,0,0,0,0.00170706,0.08334108,0,0,0,0,0,0,0.00084096,0,0,0.00029238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919164
24.25,0.11275524,0.125172,0,0.05597088,0.02722646,0,0,0.20690484,0,0.03653712,0.0242841,0.00682344,0.01082862,0,0,0,0,0,0.02181576,0,0,0,0,0.0004452,0,0.000366,0,0.0059289,0,0.01387374,0,0,0,0,0,0.0069459,0.00981252,0,0.06941,0,0.00154002,0.00074706,0,0,0,0,0,0,0,0,0,0.00474984,0,0,0.07248906,0,0,0,0,0.07692768,0.00096852,0,0.00090948,0,0,0,0,0.00083574,0.0703203,0,0.00856014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02326884,0,0,0,0,0,0.0035826
24.5,0.09682572,0.1231329,0.00248454,0.0436029,0.03159262,0,0.0712044,0.17763162,0,0.06584874,0.04843614,0.0062646,0.00509106,0,0,0,0,0,0.02610288,0.00037806,0,0,0.01656426,0.00080496,0,0,0,0.00591234,0,0.00880902,0,0,0,0,0,0.00285486,0.0116955,0,0.02204232,0,0.00116328,0,0,0,0,0,0,0,0,0,0,0.0049236,0,0,0.04808316,0,0,0,0,0.03486378,0,0,0.0006435,0,0,0,0,0.00173868,0.06409002,0,0.00910938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457914,0.00035346,0,0,0,0,0.0219603
24.75,0.11925372,0.13125,0,0.06546504,0.01572402,0,0,0.23605248,0,0.04614306,0.01990884,0.00475662,0.00432216,0,0,0,0,0,0.00338052,0,0,0,0.00174786,0.00137682,0,0,0,0.00537234,0,0.01023324,0,0,0,0,0,0.00171102,0.0016593,0,0.02572914,0,0.00087714,0,0,0,0,0,0,0,0,0,0,0.00459378,0,0,0.0368829,0.05784366,0,0,0,0.04930698,0,0,0.00106362,0,0,0,0,0.00251106,0.03009498,0,0.00070476,0,0,0,0,0,0,0,0,0,0.00035688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04034856,0,0,0,0,0,0.0813295
25,0.1885478,0.11660352,0.01098426,0.02734662,0,0,0.00282078,0.10280088,0,0.08688258,0.01253472,0.00444672,0.00303522,0,0,0,0,0,0,0,0,0,0,0.00100044,0,0,0.00038886,0.00723768,0,0.0046956,0,0,0,0,0,0.00569994,0.0019155,0,0.04514646,0,0,0,0,0,0,0,0,0,0,0,0,0.00518688,0,0.00037578,0.06244452,0.03270528,0,0,0,0.03806694,0,0,0.00100044,0,0,0,0,0.00187404,0.03264204,0,0,0,0,0,0,0.00038862,0,0,0.00075006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378627,0,0,0.0272913,0,0,0.13732382
25.25,0.09894016,0.10949226,0.01382454,0.02931072,0.01005924,0,0.01157514,0.16923864,0,0.0605322,0.03567522,0.01336062,0.01382394,0,0,0,0,0,0.03606198,0,0,0,0.00855258,0.00363288,0,0.00073092,0,0.00556188,0,0.01118658,0,0,0,0,0,0.00947856,0.01709874,0,0.01625748,0,0.00014676,0.00115332,0,0,0,0,0,0,0,0,0.03769302,0.00398952,0,0,0.01599024,0.05073894,0,0,0,0.02889492,0,0,0.00103434,0,0,0,0,0.00235704,0.04974162,0,0.01302066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03487566,0,0,0.03153876,0,0,0.05443092
25.5,0.14869722,0.13550826,0.01135422,0.02760756,0.01020438,0,0.0093834,0.12919212,0,0.05530158,0.03350164,0.00486846,0.00588084,0,0,0,0,0,0.01281984,0.00070326,0,0,0.02197098,0.00408894,0,0,0,0.0066897,0,0.00698952,0,0,0,0,0,0.00510276,0.00652296,0,0.0374319,0,0.00014592,0,0,0,0,0,0,0,0,0,0.02465526,0.00484698,0,0,0.03100206,0.00152778,0,0,0,0.02185278,0,0,0.00060822,0,0,0,0,0.00267642,0.03921534,0,0.00403284,0,0,0.0088521,0,0,0,0,0,0.0230097,0,0,0,0,0,0,0,0,0,0.03857316,0,0,0,0,0.0255291,0.00068346,0,0.02636466,0,0,0.07260468
25.75,0.14514014,0.11328618,0.00126276,0.05378838,0,0,0,0.14746938,0,0.06893814,0.02996702,0.00389772,0.0053364,0,0,0,0,0,0.01342908,0,0,0,0.00795276,0.00278976,0,0,0,0.00689946,0,0.00699816,0,0.03366156,0,0,0,0.00247362,0.00552198,0,0.01545804,0,0,0,0,0,0,0,0,0,0,0,0.03930264,0.00413118,0,0,0.01968534,0.029019,0,0,0,0.04638558,0,0,0.00103836,0,0,0,0,0.00544578,0.02603742,0,0.00499404,0,0,0.00431658,0,0,0,0,0,0.03951624,0.0007746,0,0,0,0,0,0,0,0,0.02042118,0,0,0,0,0.0232674,0,0,0.02459106,0,0,0.04680306
26,0.1248946,0.10546074,0.01372914,0.05382744,0.0108078,0,0.00505248,0.22370838,0,0.06634152,0.01020876,0.00269982,0.00434106,0,0,0,0,0,0.00426186,0,0,0,0.0067575,0.00326742,0,0,0,0.00618678,0,0.00449868,0,0.01929378,0,0,0,0.00577824,0.00495966,0,0.02602512,0,0.00029646,0,0,0,0,0,0,0,0,0,0.01791654,0.00407052,0,0.000846,0.04247064,0.02669706,0,0,0,0,0,0,0.00376698,0,0,0,0,0.00829062,0.02384208,0,0.00169548,0,0,0,0,0.00058428,0,0,0.00034158,0,0,0,0,0,0,0,0,0,0,0.02502216,0,0,0,0,0.03014262,0,0,0.02425248,0,0,0.08766372
26.25,0.09607644,0.19131282,0.02194236,0.05585046,0,0,0.01424052,0.1680625,0,0.04793352,0.0263379,0.00690924,0.00891768,0,0,0,0,0,0.00742278,0,0,0,0.00599484,0.0033339,0,0.00670206,0,0.00683652,0,0.0147381,0,0.01041468,0,0,0,0.00915696,0.00602658,0,0.0199383,0,0,0.00119922,0,0,0,0,0,0,0,0,0.0320904,0.00403914,0,0,0.0173295,0.00351006,0,0,0,0.0149121,0,0,0.00153216,0,0,0,0,0.0024309,0.02254152,0,0.00222186,0,0,0.0046725,0,0,0,0,0,0.02139042,0,0,0,0,0,0.03984426,0,0,0,0.03500664,0,0,0,0,0.0134052,0,0,0.00997758,0.0141234,0,0.03162498
26.5,0.09813852,0.03074124,0.09392378,0.00346992,0.01906524,0,0.09694848,0.08560088,0,0.08275788,0.0163899,0.00608874,0.00524658,0,0,0,0,0,0.002214,0.00059718,0,0,0.02232312,0,0,0,0,0.00573594,0,0.00396696,0,0.02823174,0,0,0,0.00441768,0.00247878,0,0.01810056,0,0.00151296,0,0,0,0,0,0,0,0,0,0,0.00413814,0,0,0.04172304,0.03528534,0,0,0,0.02755416,0,0,0.00056634,0,0,0,0,0,0.05526126,0,0.00070644,0,0,0.0082092,0,0,0,0,0,0.01704606,0,0,0,0,0,0.00064722,0,0,0,0.0120702,0,0,0,0,0.05502726,0.00037176,0,0.0375414,0.03162054,0,0.04428156
26.75,0.10180956,0.16241724,0.02018866,0.05554632,0.02831022,0,0.01433118,0.18286818,0,0.07025142,0.0231045,0.00378066,0.00649092,0,0,0,0,0,0.0089265,0,0,0,0.00771444,0.0015597,0,0.00177264,0.00036588,0.00681762,0,0.00969198,0,0.01020546,0,0,0,0,0.0031881,0,0.0202656,0,0.00344052,0,0,0,0,0,0,0,0,0,0.0153909,0.00399012,0,0,0.0147825,0.01381392,0,0,0,0.01742718,0,0,0.00419538,0,0,0.05622804,0,0.00176862,0.00522546,0,0.002163,0,0,0.001257,0,0,0,0,0,0.01048692,0.0003462,0,0,0,0,0.01900614,0,0,0,0.01250382,0,0,0,0,0.01078686,0,0,0,0.00873666,0,0.05884398
27,0.13864728,0.09470916,0.04811358,0.04143798,0.01368444,0,0.02545332,0.18218178,0,0.04652352,0.01464084,0.00435858,0.00533328,0,0,0,0,0,0.00587382,0,0,0,0.0075522,0.00299802,0,0,0,0.00587148,0,0.00752862,0,0.03146322,0,0,0,0.00673986,0.00387798,0,0.01724262,0,0.000759,0,0,0,0,0,0,0,0,0,0.01565172,0.00418284,0,0.0003567,0.02534962,0.02002722,0.01903764,0,0,0.02466774,0,0,0.00102678,0,0,0,0,0.00854964,0.0003471,0,0.00141672,0,0,0.0020922,0,0.00035004,0,0,0.0007644,0.02126646,0,0,0,0,0,0.0091257,0,0,0,0.02420022,0,0,0,0.03282366,0.02444424,0,0,0.02236776,0.02377698,0,0.01318404
27.25,0.11395686,0.16671156,0.03731502,0.07029356,0.01285548,0,0.02188914,0.15921864,0,0.04427106,0.02308896,0.01612134,0.00944016,0,0,0,0,0,0.00677118,0,0,0,0.00738096,0.0008946,0,0.00072426,0,0.00677706,0,0.00410838,0,0.03621546,0,0,0,0.00856632,0.00588096,0,0,0,0.0001518,0.00119418,0,0,0,0,0,0,0,0,0.03334326,0.00384306,0,0.00390048,0.0164462,0.01910526,0.0153606,0,0,0.00138138,0,0.01592358,0.00150324,0,0,0,0,0.00287232,0.0033909,0,0.00227826,0,0,0,0,0,0,0,0,0.01233288,0,0,0,0,0,0.02065266,0,0,0,0,0,0,0,0,0.00617838,0,0,0.0409044,0.01752336,0,0.02923284
27.5,0.15659244,0.0630114,0.03208842,0.0304798,0.00970728,0,0.02259594,0.1122582,0,0.0894036,0.01074294,0.00811476,0.0051627,0,0,0,0,0,0.0031266,0.00093318,0,0,0.00468798,0.0004857,0,0,0,0.00606348,0,0.00760842,0,0,0,0,0,0.00145662,0.00193062,0,0,0,0.00014988,0,0,0,0,0,0,0,0,0,0.01089012,0.00511908,0,0,0.04217448,0.011976,0.01449768,0,0,0.0281031,0,0.02054118,0.00028614,0,0,0.0208029,0,0,0.01056948,0,0.00091818,0,0.04243722,0,0,0,0,0,0,0.0250926,0,0,0,0,0,0.03304512,0,0,0,0.02752416,0,0,0,0.05330178,0,0.00546636,0,0.02939592,0.02283708,0,0.02842146
27.75,0.12005418,0.0859645,0.06877068,0.0836973,0.02979888,0,0.05040264,0.12481866,0,0.05623842,0.016773,0.00380622,0.00441024,0,0,0,0,0,0.00387366,0,0,0,0.00608442,0.00099834,0,0,0,0.00551178,0,0.00550974,0,0.00800886,0,0,0,0.00335748,0.00251478,0,0.00606618,0,0.00043824,0,0,0,0,0,0,0,0,0,0.02477742,0.00581322,0,0,0.03278304,0.02240994,0.03364758,0,0,0.01290336,0.00285954,0.0191205,0.00135582,0,0,0.01792188,0,0.00103824,0.00518106,0,0.00132822,0,0.0095322,0,0.026952,0,0,0,0,0.01950522,0.00075318,0,0,0,0,0.02032404,0,0,0,0.01385058,0,0,0,0,0.00094926,0,0,0.01296504,0.02505588,0,0.00187458
28,0.08134092,0.16060664,0.1038174,0.21464346,0.0043305,0,0.07616322,0.01380036,0,0.04838778,0.0160779,0.00974622,0.00489566,0,0,0,0,0,0.00425706,0,0,0,0,0,0,0,0,0.0066123,0,0.00288132,0,0.0170679,0,0,0,0.00788634,0.00471468,0,0,0,0.00029544,0,0,0,0,0,0,0,0,0,0,0.00378912,0,0.00083808,0.01614126,0,0,0,0,0.00930996,0,0.00334032,0.00130392,0,0,0.01030758,0,0,0.01397646,0,0.00136902,0.04552836,0,0,0,0.00072114,0,0,0.00034566,0.0032925,0,0,0,0,0,0,0,0,0,0.0140895,0,0,0,0,0.01512654,0,0,0.0116934,0,0,0.07130208
28.25,0.1809885,0.00148914,0.0509406,0.07046808,0.03502782,0,0.03207774,0,0,0.07687614,0.0270246,0.02361816,0.01082392,0,0,0,0,0,0.00838842,0,0,0,0.01393332,0.00087726,0,0.00040098,0,0.006678,0,0.00845676,0,0.03812436,0,0,0,0.0053181,0.00591564,0,0,0,0.00096498,0.00072732,0,0,0,0,0,0,0,0,0.03514356,0.00412254,0,0,0.03421104,0.0145428,0.0274746,0,0,0.02178366,0,0.02304744,0.00126222,0,0,0.01234194,0,0.00183576,0.00817842,0,0.00272412,0,0.02387706,0.00813576,0.02670078,0,0,0,0,0.01853832,0,0,0,0,0,0.01585932,0,0,0,0.00931224,0,0,0,0.01169676,0.0042417,0,0,0.0315477,0.0286458,0,0.03565662
28.5,0.14236254,0.00619674,0.14107212,0.10316382,0,0,0.10221058,0,0,0.08110722,0.01526904,0.0067782,0.00538848,0,0,0,0,0,0.00395046,0.00038076,0,0,0.00274632,0.00084858,0,0,0,0.00676362,0,0.0028734,0,0,0,0,0,0.00408816,0.0028443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417108,0,0,0.03959748,0.01903332,0,0,0,0.01554768,0,0.01593558,0.00063648,0,0,0.02060484,0,0.00180876,0.0434448,0,0.00125052,0,0.0127935,0.00442068,0.02556696,0,0,0,0,0.01547514,0,0,0,0,0,0,0,0,0,0.03509184,0,0,0,0.03358662,0,0.00032676,0,0.03709074,0,0,0.04557288
28.75,0.1784256,0.00895506,0.08840688,0.13774644,0,0,0.06451184,0,0,0.07102632,0.0252837,0.00395118,0.00645336,0,0,0,0,0,0.00661086,0,0,0,0.00760374,0.00048642,0,0,0.00056544,0.0055977,0,0.0033207,0,0,0,0,0,0.00269436,0.00372564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02562972,0.0043392,0,0.00341526,0.01875138,0.0320082,0.03056022,0,0,0.01506546,0,0.03848718,0.00058116,0,0,0.0140832,0,0,0.00043182,0,0.0017793,0.01199298,0.02559798,0,0,0,0,0,0,0.01313358,0.00048978,0,0,0,0,0.0226773,0,0,0,0.00504426,0,0,0,0,0.00318036,0,0,0.0030939,0.0244536,0,0.08983892
29,0.1652634,0.00373026,0.09854958,0.01904682,0.01515186,0,0.06466704,0,0,0.09303426,0.01837896,0.0086259,0.00860808,0,0,0,0,0,0.00437238,0,0,0,0.00705606,0.00052344,0,0,0,0.00614076,0,0.00174414,0,0.02917632,0,0,0,0.00798204,0.00501714,0,0.00148812,0,0.00076134,0,0,0,0,0,0,0,0,0,0.01136568,0.0046764,0,0.00798948,0.04017144,0.00898596,0.00696558,0,0,0.02875998,0,0,0.00412482,0,0,0.03752778,0,0,0.02114538,0,0.00144798,0.01342176,0.01646466,0.00430062,0.0280515,0.00038424,0,0,0.00075222,0.03063468,0,0,0,0,0,0.03380934,0,0,0,0.0198939,0,0,0,0.02556492,0.00232902,0,0,0,0.01663278,0,0.07528198
29.25,0.18545166,0.00759084,0.07732944,0.01095462,0,0.04088172,0.05006352,0,0,0.09522966,0.01276578,0.0129411,0.00467184,0,0,0,0,0,0.00746082,0,0,0,0.00691326,0.00098862,0,0.00069318,0,0.00644508,0,0.00259734,0,0.01923072,0,0,0,0.00982998,0.006288,0,0,0,0,0.00118146,0,0,0,0.0100305,0,0,0,0,0.04063938,0.00428424,0,0,0.0225907,0.0213048,0.02219742,0,0,0.01572828,0,0.02268078,0.00045048,0.00183288,0,0.00238242,0,0.00029046,0.0153387,0,0.00222084,0,0.01524714,0.00426312,0.03344262,0,0,0,0,0.01580376,0,0,0,0,0,0.03556038,0,0,0,0.03649632,0,0,0,0.01998594,0.00269904,0,0,0,0.03684174,0,0.05817942
29.5,0.17802684,0,0.0856413,0.02331594,0.03254646,0.02953842,0.05558448,0,0,0.07850304,0.01876212,0.00516396,0.00607224,0,0,0,0,0,0.00355274,0.008985,0,0,0.00368034,0.00220848,0,0,0,0.00719694,0,0.00172458,0,0.0089982,0,0,0,0.0043245,0.00307974,0,0,0,0.00088584,0,0,0,0,0.01830738,0,0,0,0,0,0.00413838,0,0,0.00311144,0.01997916,0.02411244,0,0,0.02464536,0,0.03180234,0.0010014,0.00228204,0,0.02751108,0,0.00068106,0,0,0.00115758,0,0.03241158,0,0.01550316,0,0,0,0,0.03453324,0,0,0,0,0,0.0333252,0,0,0,0.02936406,0,0,0,0.02667366,0,0.00087096,0,0,0.04037898,0,0.07041834
29.75,0.19377036,0.00219114,0.07993422,0.03207852,0.02334852,0.01398372,0.05883192,0,0,0.08545962,0.02294946,0.00279378,0.00542016,0,0,0,0,0,0.00321808,0.04729692,0,0,0.00697218,0.00291822,0,0,0,0.00607974,0,0.00265218,0,0.03481332,0,0,0,0.00646878,0.0031524,0,0.00481656,0,0.0008379,0.00443754,0,0,0,0.02110218,0,0,0,0,0.01591044,0.00397248,0,0,0,0.0228249,0.01906128,0,0,0.01500642,0.00219852,0.00681192,0.00157272,0.0012048,0,0.03210102,0,0.0061974,0,0,0.00121806,0,0.00798834,0,0,0,0,0,0,0.02165952,0.00072462,0,0,0,0,0.0341802,0,0,0,0.02439888,0,0,0,0.03316836,0.00084768,0,0,0,0.02636736,0,0.05705766
30,0.11401776,0.06267762,0.11731026,0.07825734,0.02289288,0.01119636,0.08200824,0,0,0.05935824,0.00870444,0.00633114,0.01272138,0.02990214,0,0,0,0,0.00558966,0.02778924,0,0,0.00658776,0.0011142,0,0,0,0.0064914,0,0.00337998,0,0.02580018,0,0,0,0.00775972,0.00501366,0,0,0,0.00048876,0.00705768,0,0,0,0.0339294,0,0,0,0,0.02687778,0.00422112,0,0.00081138,0,0.01831674,0.00717552,0,0,0.01647996,0,0.0149436,0.00187578,0.00112332,0,0.01132188,0,0.00319422,0.00036918,0,0.0014274,0.0080316,0.01460826,0,0.0145395,0.0006813,0,0,0.00034452,0.0037047,0,0,0,0,0,0.01912416,0,0,0,0.00987264,0,0,0,0.01673748,0,0,0,0,0.0225285,0,0.04531002
30.25,0.1432218,0.00531108,0.11265032,0.07752684,0.0382251,0,0.0770643,0,0,0.08792514,0.0277959,0.00598914,0.00437172,0,0,0,0,0,0.00670578,0.01756614,0,0,0.00638748,0.00209898,0,0.0057525,0,0.00638364,0,0.00396984,0,0.00901386,0,0,0,0.00335498,0.00412938,0,0.00214152,0,0.00206076,0.00078438,0,0,0,0,0,0,0,0,0.0062118,0.0042264,0,0,0,0.01269366,0.04103232,0,0,0.01670688,0,0.03035202,0.00110886,0,0,0.01508712,0,0.00444828,0,0,0.00216156,0,0.01809168,0.00159306,0.0223056,0,0,0,0,0.01683216,0,0,0,0,0,0.03871362,0,0,0,0.02052384,0,0,0,0.02969694,0,0,0,0.01384842,0.0214524,0,0.0324828
