time,RCC_HMI,systemd,dbus-daemon,procbase_out.ou,mmcqd/1,systemd-udevd,dbus-monitor,systemctl,fc_bluetooth_ou,ccamediaplayer_,proctuner_out.o,procaudio_out.o,sshd,systemd-cgroups,systemd-readahe,fc_phone_out.ou,fc_phonebook_ou,fc_messaging_ou,spi0,fc_vehiclefuncm,EngMode,TactileTest,acl_tuner_out.o,dlt-daemon,udevadm,procdiagnosis_o,AudioManager,vd_early_out.ou,cat,ksoftirqd/0,mount,fc_engineeringm,acl_settings_ou,irq/66-2014000.,mkadc_testlink.,spi1,SSI32,mkadc_symlink.s,vd_devicemanage,LayerManagerSer,kworker/0:1H,procdimming_out,systemd-journal,kmodule_loader,fc_dataservices,modprobe,playerengine_ou,acl_phone_out.o,bluetoothservic,app_fcswupdate_,procinput_out.o,rcu_preempt,mediaengine_out,audio_master_ou,acl_media_out.o,procmw_out.out,climate_out.out,chown,acl_connectivit,vd_ipodauth_out,procdiaglog_out,acl_climate_out,kthreadd,automounter,fc_connect_out.,fc_alert_out.ou,chmod,trace_dlt_be,fc_cdplayer_out,fc_servicemanag,irq/63-2008000.,sh,fc_obc_out.out,csm_proc_out.ou,acl_obc_out.out,fc_hybrid_out.o,app_screentest_,network.sh,appcontrol_out.,connmand,fc_vpas_out.out,acl_parkingaid_,grep,displaymanager_,acl_audio_out.o,acl_drive_out.o,acl_update_out.,acl_hybrid_out.,modify_gpio_adc,fc_usb_out.out,fc_atb_out.out,rm,screencalibrati,acl_alert_out.o,fc_exportservic,usermanagement_,ecnr_out.out,fc_clock_out.ou,acl_speedcontro,swu_common_lcm_,Misc
10,0,0.12316152,0.09274332,0.02969622,0.01018392,0,0.05415336,0.1098443,0,0,0,0,0.00518058,0,0,0,0,0,0.00649218,0,0,0,0,0.00161082,0,0.02163186,0,0.01049232,0,0.00431364,0,0,0,0,0,0,0.00280992,0,0,0,0.00029094,0.1439999,0,0,0,0,0,0,0,0,0,0.00417984,0,0,0,0,0,0,0,0,0,0,0.00078204,0,0,0,0,0.00242934,0,0,0.00212634,0,0,0.01513332,0,0,0,0,0,0,0.216195,0.14184486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070446
10.25,0.0176322,0.14460828,0.12423918,0.00230364,0.00946104,0.11573178,0.1202382,0.03598218,0,0,0,0,0.00550158,0,0,0,0,0,0.00639684,0,0,0,0,0,0,0,0,0.00686154,0,0.00419664,0,0,0,0,0,0.0055506,0.0046077,0,0,0,0.00014904,0.16940392,0,0,0,0,0,0,0,0,0,0.0041511,0,0,0,0,0,0,0,0,0,0,0.00029604,0,0,0,0,0,0,0,0.00207678,0,0,0,0,0,0,0,0,0,0.00547626,0.21072882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440664
10.5,0.13207806,0.28692108,0.06798936,0.03801714,0.0473886,0,0.1031736,0.05211016,0,0,0,0,0.0111267,0,0,0,0,0,0.00894534,0,0,0,0,0.00254334,0,0.0006189,0,0.00525114,0,0.00726258,0,0,0,0,0,0.00318702,0.0048432,0,0,0,0.00461484,0.0644184,0,0,0,0,0,0,0,0,0,0.00433278,0,0,0,0,0,0,0,0,0,0,0.000486,0,0,0,0,0.00451614,0,0,0.0035313,0,0,0,0,0,0,0,0.04980246,0,0.02082612,0.07206318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395256
10.75,0.07275084,0.10433166,0.07270986,0.14724482,0.02597442,0,0.04918572,0.07721942,0,0,0,0,0.005043,0,0,0,0,0,0.00906912,0,0,0,0,0.00162858,0,0.08137416,0,0.0085911,0,0.00563982,0,0,0,0,0,0.00405042,0.00604806,0,0,0,0.00211416,0.03803046,0,0,0,0,0,0,0,0,0,0.00426762,0,0,0,0,0,0,0,0,0.05441208,0,0.00189222,0,0,0,0,0.00378288,0,0,0.00301992,0,0,0.00391206,0,0,0,0,0.16336878,0,0.00778554,0.00448308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317679,0,0,0,0,0.0103023
11,0.02221716,0.00396696,0.04380792,0.0836554,0,0,0.02562006,0,0,0,0,0,0.0318828,0,0,0,0,0,0.0085008,0,0,0,0,0.0010821,0,0.06058482,0,0.0053358,0,0.01456008,0,0,0,0.50854458,0,0.00831612,0.00709554,0,0,0,0,0.07401282,0,0,0,0,0,0,0,0,0,0.00306942,0,0,0,0,0,0,0,0,0.00450588,0,0.00054078,0,0,0,0,0.00188436,0,0,0.0023913,0,0,0.00171504,0,0,0,0,0.01943784,0,0.01435326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264681,0,0,0,0,0.02645106
11.25,0.09629346,0.00783318,0.07701276,0.14232636,0.0217824,0,0.05339238,0,0,0,0,0,0.01606092,0,0,0,0,0,0.00722508,0,0,0,0,0.00125406,0,0.22346362,0,0.00604884,0,0.0031602,0,0,0,0,0,0.02171346,0.00984648,0,0,0.0010434,0.00145128,0.02727864,0,0,0,0,0,0,0,0,0,0.00341136,0,0,0,0,0,0,0,0,0.01708752,0,0.0027309,0,0,0,0,0.00174588,0,0,0.00289602,0,0,0.0031488,0,0,0,0,0.13356204,0,0.00554526,0.0037143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10172562,0,0,0,0,0.00724578
11.5,0.0994023,0.0077262,0.10834698,0.25736058,0.01867848,0,0.07132568,0,0,0,0,0,0.01371162,0,0,0,0,0,0.00617232,0,0,0,0,0.00127578,0,0.1259342,0,0.0047097,0,0.00164394,0,0,0,0,0,0.00373428,0.0046047,0,0,0,0.00089784,0.02219748,0,0,0,0,0,0,0,0,0,0.00331044,0,0,0,0,0,0,0,0,0.00203742,0,0.00237804,0,0,0,0,0.00257424,0,0,0.00208812,0,0,0.00358398,0,0,0,0,0.06266748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1712499,0,0,0,0,0.0023883
11.75,0.26468244,0.00758178,0.07809048,0.08969778,0.0901716,0,0.05656978,0,0,0,0,0,0.00599892,0,0,0,0,0,0.00851508,0,0,0,0,0,0,0.01704648,0,0.00533742,0,0.0073062,0,0,0,0,0,0.00146868,0.00388086,0,0,0,0.00773262,0,0,0,0,0,0,0,0,0,0,0.00185142,0,0,0,0,0,0,0,0,0.00168828,0,0.0006414,0,0,0,0,0,0,0,0.00357516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226188,0,0,0,0,0.00103008
12,0.30757846,0.00190644,0,0.03122376,0.11156832,0,0,0,0,0,0,0,0.00766182,0,0,0,0,0,0.0085203,0,0,0,0,0.00035388,0,0,0,0.00474816,0,0.00338784,0,0,0,0,0,0.00238308,0.00551418,0,0,0,0.01052136,0,0,0,0,0,0,0,0,0,0,0.00027126,0,0,0,0,0,0,0,0,0,0,0.00031704,0,0,0,0,0,0,0,0.00281658,0,0,0,0,0,0,0,0,0,0.00098814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146004
12.25,0.45771262,0,0,0,0.09769398,0,0,0,0,0,0,0,0.00631014,0,0,0,0,0,0.00997236,0,0,0,0,0.01531056,0,0,0,0.00481836,0,0.00606882,0,0,0,0,0,0.00146628,0.00403902,0,0,0.00394314,0.00906672,0,0,0,0,0,0,0,0,0,0,0.0045963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267804,0,0,0,0,0,0,0,0.00062334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010524
12.5,0.53064004,0,0,0.0009723,0.08281908,0,0,0,0,0,0,0,0.01228974,0,0,0,0,0,0.01100508,0,0,0,0,0.00044358,0,0.00038952,0,0.00589362,0,0.00564822,0,0,0,0,0,0,0.0036264,0,0,0,0.0085626,0.00060516,0,0,0,0,0,0,0,0,0,0.00435,0,0,0,0,0,0,0,0,0,0,0.0001134,0,0,0,0,0,0,0,0.00282126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064482,0,0,0,0,0.00142998
12.75,0.53374042,0,0,0,0.07891602,0,0,0,0,0,0,0,0.00454632,0,0,0,0,0,0.00637314,0,0,0,0,0.00219264,0,0,0,0.0078291,0,0.0032562,0,0,0,0,0,0.0013875,0.00370182,0,0,0,0.0085185,0,0,0,0,0,0,0,0,0,0,0.0033357,0,0,0,0,0,0,0,0,0,0,0.00015492,0,0,0,0,0,0,0,0.001974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102876
13,0.61678858,0.00194424,0,0.01225512,0.070563,0,0,0,0,0,0,0,0.00807294,0,0,0,0,0,0.00752598,0,0,0,0,0.00033174,0,0,0,0.00808428,0,0.0039966,0,0,0,0,0,0.00281814,0.00354774,0,0,0,0.00862632,0,0,0,0,0,0,0,0,0,0,0.00031782,0,0,0,0,0,0,0,0,0,0,0.00033078,0,0,0,0,0,0,0,0.00210504,0,0,0,0,0,0,0,0,0,0.00036726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018429
13.25,0.39960082,0.14905506,0,0.04020408,0.02473794,0,0,0.23356734,0,0,0,0,0.00376926,0,0,0,0,0,0.00882576,0.10956966,0,0,0,0.00044004,0,0,0,0.00668172,0,0.00559518,0,0,0,0,0,0.00137274,0.0050967,0,0,0,0.00100008,0,0,0,0,0,0,0,0,0,0,0.00270252,0,0,0,0,0,0,0,0,0,0,0.0011127,0,0,0,0,0.00083172,0,0,0.00285054,0,0,0,0,0,0,0,0.0010254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196074
13.5,0.13687602,0.16658538,0.0002173,0.04693266,0.00624498,0,0,0.24529128,0,0,0,0,0.0038058,0,0,0,0,0,0.00863412,0.15245238,0,0,0,0.00178032,0,0.00076458,0,0.0064632,0,0.00888888,0,0,0.14810658,0,0,0,0.00391866,0,0,0,0.0007344,0.00098742,0,0,0,0,0,0,0,0,0,0.0045456,0,0,0,0,0,0,0,0,0,0,0.00028212,0,0,0,0,0.00369096,0,0,0.0028734,0,0,0,0,0.04817364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099708,0,0,0,0,0.00075324
13.75,0.19872354,0.03089202,0.09316688,0.02743722,0.01457004,0,0.0680322,0.00340962,0,0,0,0,0.00822132,0,0,0,0,0,0.01023924,0.14646186,0,0,0,0.00047388,0,0.00320154,0,0.00590232,0,0.00387108,0,0,0.13808372,0,0,0.00138192,0.00421146,0,0,0,0.00115098,0,0,0,0,0,0,0,0,0,0,0.00438996,0,0,0,0,0,0,0,0,0.00101088,0,0.00051804,0,0,0,0,0.00081918,0,0,0.00427896,0,0,0,0,0.11655228,0,0,0,0,0.0007566,0,0,0,0,0,0,0.1106856,0,0,0,0,0,0,0,0,0,0,0,0,0.00155766
14,0.15884796,0.00207534,0.12914616,0.0145089,0.04612812,0,0.12639834,0,0,0,0,0,0.00838416,0,0,0,0,0,0.00642786,0.18255618,0,0,0,0.00174024,0,0,0,0.00545304,0,0.0019689,0,0,0.085306,0,0,0.0030765,0.00386178,0,0,0,0.00373548,0,0,0,0,0,0,0,0,0,0,0.0030477,0,0,0,0,0,0,0,0,0,0,0.0024303,0,0,0,0,0.00184518,0,0,0.00215622,0,0,0.04759554,0,0.07791366,0,0,0,0,0,0,0,0,0,0,0,0.08392728,0,0,0,0,0,0,0,0,0,0,0,0,0.00146916
14.25,0.17192106,0,0.16128492,0.00084642,0.01088514,0,0.14390856,0,0,0,0,0,0.00793056,0,0,0,0,0,0.00763362,0.1854736,0,0,0,0,0,0,0,0.00611772,0,0.0018918,0,0,0.06567042,0,0,0.00129078,0.00346464,0,0,0,0.00030708,0,0,0,0,0,0,0,0,0,0,0.00448206,0,0,0,0,0,0,0,0,0.00084078,0,0.00095568,0,0,0,0,0,0,0,0.00225786,0,0,0.03756486,0,0.09615894,0,0,0.00035082,0,0,0,0,0,0,0,0,0.08766276,0,0,0,0,0,0,0,0,0,0,0,0,0.00109992
14.5,0.1421169,0,0.1955655,0.06111074,0.02526618,0,0.1540569,0,0,0,0,0,0.00945246,0,0,0,0,0,0.00915198,0.13026134,0,0,0,0,0,0.000348,0,0.00658344,0,0.00292782,0,0,0.0519336,0,0,0,0.0036903,0,0,0,0.0009582,0.00059652,0,0,0,0,0,0,0,0,0,0.001338,0,0,0,0,0,0,0,0,0,0,0.00066006,0,0,0,0,0,0,0,0.00287202,0,0,0.0302451,0,0.0937776,0,0,0,0,0,0,0,0,0,0,0,0.07565646,0,0,0,0,0,0,0,0.00057264,0,0,0,0,0.00085824
14.75,0.12568158,0.01236288,0.18890316,0.0874699,0.01022058,0,0.1679241,0,0,0,0,0,0.0153498,0,0,0,0,0,0.00899994,0.14757438,0,0,0,0,0,0,0,0.00534762,0,0.00407922,0,0,0.05234976,0,0,0.00160926,0.00416034,0,0,0,0.00015276,0,0,0,0,0,0,0,0,0,0,0.00145032,0,0,0,0,0,0,0,0,0,0,0.00015666,0,0,0,0,0,0,0,0.00295038,0,0,0.02110374,0,0.04553448,0,0,0,0,0.00033954,0,0,0,0,0,0,0.09058956,0,0,0,0,0,0,0,0.00377106,0,0,0,0,0.00191898
15,0.14523144,0.00584094,0.20810718,0.06154458,0.00952152,0,0.17384286,0,0,0,0,0,0.00774036,0,0,0,0,0,0.00878526,0.17757306,0,0,0,0.00038334,0,0,0,0.00608118,0,0.00158724,0,0,0.16621648,0,0,0.0031041,0.00485166,0,0,0,0.00014766,0,0,0,0,0,0,0,0,0,0,0.00161628,0,0,0,0,0,0,0,0,0,0,0.00062514,0,0,0,0,0,0,0,0.00283698,0,0,0.00713322,0,0.00064464,0,0,0,0,0,0,0,0,0,0,0,0.0051861,0,0,0,0,0,0,0,0,0,0,0,0,0.00139878
15.25,0.13005642,0.01003194,0.20900142,0.08947596,0.01121418,0,0.1830833,0,0,0,0,0,0.00558474,0,0,0,0,0,0.00793296,0.11546232,0,0,0,0,0,0,0,0.00705366,0,0.0012252,0,0,0.18510206,0,0,0.00436026,0.00459732,0,0,0,0.0003276,0.0003804,0,0,0,0,0,0,0,0,0,0.00088452,0,0,0,0,0,0,0,0,0,0,0.00050034,0,0,0,0,0,0,0,0.0024795,0,0,0.00129696,0,0.01999476,0,0,0.0007737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365076,0,0,0,0,0.00552972
15.5,0.14856474,0,0.18000396,0.05334984,0.02799966,0,0.15985126,0,0,0,0,0,0.0125607,0,0,0,0,0,0.00699168,0.17172882,0,0,0,0.00341118,0,0.00070902,0,0.00583992,0,0.00206154,0,0,0.2124861,0,0,0,0.00275574,0,0,0.00334764,0.0010461,0.0005646,0,0,0,0,0,0,0,0,0,0.00155202,0,0,0,0,0,0,0,0,0,0,0.00023898,0,0,0,0,0,0,0,0.00239556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064188,0,0,0,0,0.00189906
15.75,0.23587884,0.01172232,0.16044162,0.1310475,0.05126362,0,0.12466302,0,0,0,0,0,0.01013688,0,0,0,0,0,0.00847206,0.05185434,0,0,0,0.01036794,0,0,0,0.0054549,0,0.0026991,0,0,0.0613824,0,0,0.00142992,0.00383826,0,0,0.04049628,0.0025029,0,0,0,0,0,0,0,0,0,0,0.00188346,0,0,0,0,0,0,0,0,0,0,0.0011844,0,0,0,0,0,0,0,0.0025266,0,0,0,0,0,0,0,0,0,0.00071118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200532
16,0.74396768,0.00194508,0,0.0288336,0.05620556,0,0,0,0,0,0,0,0.00491406,0,0,0,0,0,0.0086604,0,0,0,0,0.00729354,0,0,0,0.00490056,0,0.0009792,0,0,0,0,0,0.00297618,0.00455952,0,0,0,0.00393414,0,0,0,0,0,0,0,0,0,0,0.0022584,0,0,0,0,0,0,0,0,0,0,0.00061056,0,0,0,0,0,0,0,0.00264126,0,0,0,0,0.00098934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155424
16.25,0.69480274,0,0.12435144,0.00069966,0.02021082,0,0.07602876,0,0,0,0,0,0.00546552,0,0,0,0,0,0.00859908,0,0,0,0,0.0135138,0,0,0,0.00630498,0,0.00081354,0,0,0,0,0,0.00175188,0.00403338,0,0,0,0.00119718,0,0,0,0,0,0,0,0,0,0,0.00239124,0,0,0,0,0,0,0,0,0.00097896,0,0.00243492,0,0,0,0,0,0,0,0.0032049,0,0,0,0,0,0,0,0.00036096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102978
16.5,0.39826758,0,0.26756538,0.00605356,0.02767134,0,0.21538806,0,0,0,0,0,0.01093686,0,0,0,0,0,0.01068774,0.00034542,0,0,0,0.0209985,0,0.0003357,0,0.00560754,0,0.00053256,0,0,0,0,0,0,0.00366066,0,0,0,0.0008838,0.0011499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002454,0,0,0,0,0,0,0,0.0029517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02040276,0,0,0,0,0,0,0,0.00034092,0,0,0,0,0.00163134
16.75,0.37766894,0,0.06722448,0.01697984,0.03075654,0,0.23108712,0,0,0,0,0,0.00617724,0,0,0,0,0,0.00628314,0,0,0,0,0.09160194,0,0,0,0.00570894,0,0.00051828,0,0,0.05675556,0,0,0.00130632,0.00320814,0,0,0.00073188,0.00200994,0,0,0,0,0.05275494,0,0,0,0,0,0.00178758,0,0,0,0,0,0,0,0,0.00081294,0,0.00040476,0,0,0,0,0,0,0,0.00202404,0,0,0,0,0,0,0,0.00863994,0,0.0003264,0.01222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599586
17,0.62436532,0.0060987,0.00561984,0.01195656,0.03024018,0,0.00572502,0,0,0,0,0,0.01487478,0,0,0,0,0,0.00619968,0,0,0,0,0.18214524,0,0,0,0.0092835,0,0.00216006,0,0,0,0,0,0.00392784,0.0041421,0,0,0,0.00198936,0,0,0,0,0,0,0,0,0,0,0.00058536,0,0,0,0,0,0,0,0,0,0,0.00036366,0,0,0,0,0,0,0,0.00200676,0,0,0,0,0.00036582,0,0,0.0070359,0,0.00799392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264576
17.25,0.82787434,0,0,0.0004086,0.04425684,0,0,0,0,0,0,0,0.01057134,0,0,0,0,0,0.00855852,0,0,0,0,0,0,0,0,0.00677538,0,0.00266886,0,0,0,0,0,0.00261726,0.00530298,0,0,0.00069894,0.0058719,0.00041196,0,0,0,0,0,0,0,0,0,0.00255774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281118,0,0,0,0,0,0,0,0.00076236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171498
17.5,0.79219508,0,0,0.0175941,0.02136156,0,0,0.08220626,0,0,0,0,0.00677706,0,0,0,0,0,0.00883524,0.0007989,0,0,0,0,0,0.00080322,0,0.00631902,0,0.00130992,0,0,0,0,0,0,0.00403026,0,0,0,0.00073164,0.00084348,0,0,0,0,0,0,0,0,0,0.00153174,0,0,0,0,0,0,0,0,0,0,0.00081792,0,0,0,0,0,0,0,0.00322656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006732,0,0,0,0,0.00124548
17.75,0.1481535,0.30992718,0.00127812,0.02214882,0.0136191,0,0,0.15228562,0,0,0,0.17374992,0.00283662,0,0,0,0,0,0.0084903,0,0,0,0,0.00325194,0,0,0.13065504,0.0056316,0,0.01181034,0,0,0,0,0,0.00139806,0.00420828,0,0,0,0.000327,0,0,0,0,0,0,0,0,0,0,0.00428544,0,0,0,0,0,0,0,0,0,0,0.00024882,0,0,0,0,0.00081036,0,0,0.00309486,0,0,0,0,0,0,0,0,0,0.0007131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107598
18,0.12520996,0.17645226,0.02244324,0.06368928,0.03168348,0,0.01356642,0.14849028,0,0,0,0.07720638,0.00470172,0,0,0,0,0,0.00881202,0,0,0,0,0.00093054,0,0.01254468,0.06636594,0.00626772,0,0.00740802,0,0,0,0,0,0.0032184,0.00419724,0,0,0,0.00279018,0,0,0.1715088,0,0,0,0,0,0,0,0.00467526,0,0,0,0,0,0,0,0,0,0,0.00079818,0,0,0,0,0.00168474,0,0,0.00269706,0,0,0,0,0.00074064,0,0,0,0,0,0,0,0,0.04064028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127728
18.25,0.11346854,0.09543678,0,0.02950884,0,0.14659374,0,0.22031802,0,0,0.03984384,0.04259436,0.00325152,0.00109392,0,0,0,0,0.0073974,0,0,0,0,0,0,0.00035574,0.0467697,0.00549456,0,0.00746748,0,0,0,0,0,0.00118578,0.00333732,0,0,0,0,0,0,0.1827456,0,0,0,0,0,0,0,0.00429876,0,0,0,0,0,0,0,0,0,0,0.0005093,0.00914004,0,0,0,0,0,0,0.00215952,0,0,0,0,0,0,0,0.00035418,0,0,0,0,0,0.03437304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230202
18.5,0.13935864,0.13712556,0,0.01291332,0.0172596,0.11593962,0,0.01495698,0,0,0.07747932,0.05357334,0.00939984,0.02888826,0,0,0,0,0.00743562,0.00039246,0,0,0.0500643,0.00717348,0,0,0.05923074,0.00694212,0,0.0066747,0,0,0,0,0,0,0.00322578,0,0,0.0103158,0.00090162,0.00065412,0,0.1529412,0,0,0,0,0,0,0,0.0043011,0,0,0,0,0,0,0,0,0,0,0.00045178,0.00700716,0,0,0,0.00084654,0,0,0.00392298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05891382,0,0,0,0,0,0,0,0,0,0,0.000348,0,0,0,0,0.0113622
18.75,0.1064898,0.07982424,0.00282162,0.03075784,0.03368316,0.16837302,0.00158736,0,0,0,0.07446918,0.04234254,0.00653304,0.02984958,0,0,0,0,0.01204842,0,0,0,0.04699332,0.00363834,0,0,0.0273582,0.00608832,0,0.00595902,0,0,0,0,0,0.0027243,0.00479184,0,0,0.02453916,0.00253248,0,0,0.10331628,0,0,0,0,0,0,0,0.0041169,0,0,0,0,0,0,0,0,0,0,0.00094326,0.01177146,0,0,0,0,0,0,0.00302382,0,0,0,0,0,0,0,0,0,0.00032892,0,0,0,0.05217618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1109184
19,0.18970104,0.06823764,0.04741518,0.01125128,0.02904504,0.00725046,0.04298766,0,0,0,0.05584512,0.05705514,0.00652584,0.0289896,0,0,0,0,0.0088878,0,0,0,0.05967792,0.00494616,0,0,0.09090864,0.00571722,0,0.00487764,0,0,0,0,0,0.00157674,0.00433392,0,0,0,0.00226176,0,0,0.02027616,0,0,0,0,0,0,0,0.00456162,0,0,0,0,0,0,0,0,0,0,0.00122028,0.00056394,0,0,0,0.00188988,0,0,0.00283998,0,0,0,0,0.00034002,0,0,0.01379082,0,0.00272796,0,0,0,0.070295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15400254
19.25,0.1295463,0.1065663,0.09451674,0.11032788,0.01680744,0,0.07085868,0,0,0,0.0664833,0.06981108,0.00667464,0.02970738,0,0,0,0,0.00834126,0,0,0,0.06706998,0.00642426,0,0.0006966,0.0581535,0.00571182,0,0.00534738,0,0,0,0,0,0.00143328,0.00398472,0,0,0,0.00089262,0.00038016,0,0,0,0,0,0,0,0,0,0.00421284,0,0,0,0,0,0,0,0,0,0,0.0014673,0,0,0,0,0.00027522,0,0,0.00252972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05671384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07506576
19.5,0.1804431,0.0593028,0.03274962,0.0007455,0.01588938,0,0.05833194,0,0,0,0.08475106,0.08262414,0.00950748,0.02823462,0,0,0,0,0.00746184,0.00076548,0,0,0.11961102,0.02433654,0,0,0.07608642,0.00666672,0,0.00542454,0,0,0,0,0,0,0.00276768,0,0,0,0.00087936,0.00058986,0,0,0,0,0,0,0,0,0,0.00443826,0,0.09411762,0,0,0,0,0,0,0,0,0.00099156,0,0,0,0,0.00157962,0,0,0.00298734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825852,0,0,0,0,0,0,0,0,0,0,0.00110358,0,0,0,0,0.0893544
19.75,0.1857513,0.0027141,0.03994512,0.02390148,0.0471915,0,0.06823278,0,0,0,0.10979678,0.09571674,0.00438156,0,0,0,0,0,0.00843402,0,0,0,0.0948096,0.01567812,0,0,0.10089186,0.0060819,0,0.0020988,0,0,0,0,0,0.00319134,0.00463068,0,0,0,0.00108942,0,0,0,0,0,0,0,0,0,0,0.00281388,0,0.08522172,0,0,0,0,0,0,0,0,0.00104178,0,0,0,0,0,0,0,0.00256776,0,0,0,0,0,0,0,0,0,0.00072078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09309698
20,0.17189088,0.0120906,0.101931,0.11174286,0.01143906,0,0.06426558,0,0,0,0.05778102,0.09417846,0.0049365,0,0,0,0,0,0.00993132,0.00711456,0,0,0.01760652,0.02427084,0,0,0.1001307,0.0055014,0,0.00252048,0,0,0,0,0,0.00432462,0.00609018,0,0,0.00477648,0.00014712,0,0,0,0,0,0,0,0,0,0,0.00369894,0,0.11302386,0,0,0,0,0,0,0,0,0.00064098,0,0,0,0,0.0022539,0,0,0.00318858,0,0,0,0,0.00080874,0,0,0.00035736,0,0,0,0,0,0.01274988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05060758
20.25,0.15212586,0.00606042,0.12692436,0.02793804,0.02667546,0,0.10013824,0,0,0,0.09562932,0.1082706,0.0056466,0,0,0,0,0,0.00967506,0,0,0,0.0082134,0.01561908,0,0.00040278,0.08656368,0.00688122,0,0.00262626,0,0,0,0,0,0.00136524,0.00468144,0,0,0,0.00086064,0,0,0,0,0,0,0,0,0,0,0.00296754,0,0.15933468,0,0,0,0,0,0,0,0,0.00093498,0,0,0,0,0.00165738,0,0,0.00298242,0,0,0.00249678,0,0,0,0,0.00494202,0,0,0,0,0,0.0370293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013572
20.5,0.11952072,0.01352262,0.11355456,0.23122968,0.01617756,0,0.08695892,0,0,0,0.0452334,0.14527364,0.0119076,0,0,0,0,0,0.0086415,0.00038826,0,0,0.00091332,0.01261596,0,0,0.12944352,0.00674688,0,0.0023898,0,0,0,0,0,0.00572394,0.00578352,0,0,0,0.00079212,0.0007116,0,0,0,0,0,0,0,0,0,0.00389436,0,0.0157191,0,0,0,0,0,0,0,0,0.0011439,0,0,0,0,0.0110031,0,0,0.00304512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031125,0,0,0,0,0,0,0,0,0,0,0.00037542,0,0,0,0,0.00417738
20.75,0.54414006,0.0032922,0.00563142,0.0610749,0,0,0.00602262,0,0,0,0.2739873,0.04326364,0.00472854,0,0,0,0,0,0.00839328,0,0,0,0,0.0008922,0,0,0.012411,0.00605844,0,0.00343644,0,0,0,0,0,0.00840606,0.00691686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406446,0,0,0,0,0,0,0,0,0,0,0.00020826,0,0,0,0,0.0009666,0,0,0.00248322,0,0,0,0,0,0,0,0,0,0.0003918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032307
